Genre,Age,Annual Income (k$),Spending Score (1-100)
0,2.1637656937063974,-0.63208574708455,-0.16305055498843068
1,-0.8504352726507732,-0.5557468887410053,0.031057248569224764
0,1.0154986589036656,-0.5557468887410053,-0.16305055498843068
0,2.235532383381568,-0.5557468887410053,0.22516505212688023
0,-1.4245687900521389,-0.5557468887410053,0.18634349141534914
1,2.020232314356056,-0.517577459569233,0.06987880928075585
1,1.0872653485788364,-0.517577459569233,0.3416297342614735
0,1.733165555655373,-0.47940803039746066,0.031057248569224764
0,-1.4963354797273096,-0.47940803039746066,0.3416297342614735
1,0.2978317621519584,-0.47940803039746066,-0.007764312142306329
1,2.0919990040312264,-0.47940803039746066,-0.0854074335653685
0,-1.4245687900521389,-0.47940803039746066,0.3416297342614735
1,-0.49160182427491955,-0.47940803039746066,-0.12422899427689961
0,2.235532383381568,-0.4412386012256883,0.18634349141534914
1,0.5848985208526413,-0.4412386012256883,-0.31833679783455504
1,1.5178654866298606,-0.40306917205391596,-0.04658587285383742
1,1.5178654866298606,-0.40306917205391596,0.22516505212688023
0,1.44609879695469,-0.2503914553668266,-0.12422899427689961
0,-0.9222019623259439,-0.2503914553668266,0.14752193070381803
1,0.44136514150229983,-0.2503914553668266,0.10870036999228695
0,0.08253169312644623,-0.2503914553668266,-0.0854074335653685
1,-1.137502031351456,-0.2503914553668266,0.06987880928075585
1,0.7284319002029828,-0.2503914553668266,-0.31833679783455504
0,1.3025654176043486,-0.2503914553668266,0.031057248569224764
0,-0.061001686223895214,-0.2503914553668266,0.18634349141534914
0,2.020232314356056,-0.2503914553668266,-0.3571583585460862
1,0.5131318311774706,-0.2503914553668266,-0.2406936764114929
1,-1.2810354107017976,-0.2503914553668266,0.2639866128384113
0,0.656665210527812,-0.2503914553668266,-0.16305055498843068
1,1.1590320382540071,-0.1358831678515096,0.3028081735499424
1,-1.2092687210266269,-0.1358831678515096,0.18634349141534914
1,-0.3480684449245781,-0.09771373867973727,0.3804512949730046
1,0.8001985898781535,-0.09771373867973727,-0.16305055498843068
1,2.0919990040312264,-0.05954430950796494,0.18634349141534914
0,-1.4963354797273096,-0.05954430950796494,-0.3571583585460862
0,0.656665210527812,-0.021374880336192597,-0.04658587285383742
1,0.08253169312644623,-0.021374880336192597,-0.3959799192576173
1,-0.49160182427491955,-0.021374880336192597,-0.31833679783455504
0,-1.0657353416762854,-0.021374880336192597,0.06987880928075585
1,0.5848985208526413,-0.021374880336192597,-0.12422899427689961
1,-0.8504352726507732,-0.021374880336192597,-0.007764312142306329
0,0.656665210527812,0.016794548835579744,-0.31833679783455504
0,-1.3528021003769684,0.016794548835579744,-0.04658587285383742
1,-1.137502031351456,0.05496397800735208,-0.3571583585460862
1,0.7284319002029828,0.05496397800735208,-0.0854074335653685
0,2.020232314356056,0.05496397800735208,0.3416297342614735
0,-0.9222019623259439,0.05496397800735208,0.18634349141534914
0,0.7284319002029828,0.05496397800735208,0.22516505212688023
1,-1.2810354107017976,0.05496397800735208,-0.31833679783455504
1,1.9484656246808851,0.09313340717912443,-0.007764312142306329
0,1.0872653485788364,0.09313340717912443,-0.16305055498843068
0,2.0919990040312264,0.09313340717912443,-0.27951523712302395
0,1.9484656246808851,0.09313340717912443,-0.0854074335653685
0,1.8766989350057144,0.09313340717912443,0.06987880928075585
1,-1.4245687900521389,0.09313340717912443,0.14752193070381803
1,-0.061001686223895214,0.13130283635089676,-0.31833679783455504
0,-1.4245687900521389,0.13130283635089676,-0.16305055498843068
1,-1.4963354797273096,0.16947226552266909,-0.0854074335653685
1,-1.4245687900521389,0.16947226552266909,-0.007764312142306329
1,1.733165555655373,0.16947226552266909,-0.27951523712302395
1,0.7284319002029828,0.16947226552266909,0.3416297342614735
1,0.8719652795533241,0.2458111238662138,-0.27951523712302395
1,0.8001985898781535,0.2458111238662138,0.2639866128384113
0,-0.8504352726507732,0.2458111238662138,0.22516505212688023
1,-0.061001686223895214,0.2458111238662138,-0.3959799192576173
1,0.08253169312644623,0.32214998220975843,0.3028081735499424
0,0.010765003451275507,0.32214998220975843,1.5839196770304684
1,-1.137502031351456,0.3603194113815308,-0.8230170870844593
1,-0.5633685139500902,0.3603194113815308,1.0404178270690332
0,0.2978317621519584,0.39848884055330314,-0.5900877228152727
0,0.08253169312644623,0.39848884055330314,1.7392059198765928
0,1.44609879695469,0.39848884055330314,-1.521805179892019
0,-0.061001686223895214,0.39848884055330314,0.962774705645971
0,0.5848985208526413,0.39848884055330314,-1.599448301315081
0,0.010765003451275507,0.39848884055330314,0.962774705645971
1,-0.9939686520011146,0.4366582697250755,-0.6289092835268038
1,-0.5633685139500902,0.4366582697250755,0.8074884627998467
0,-1.3528021003769684,0.4748276988968478,-1.7547345441612054
1,-0.7069018933004317,0.4748276988968478,1.4674549948958753
1,0.36959845182712914,0.4748276988968478,-1.6770914227381433
0,-0.49160182427491955,0.4748276988968478,0.8851315842229088
0,-1.4245687900521389,0.5129971280686202,-1.5606267406035501
1,-0.27630175524940737,0.5129971280686202,0.8463100235113777
1,1.3025654176043486,0.5511665572403925,-1.7547345441612054
0,-0.49160182427491955,0.5511665572403925,1.6615627984535306
1,-0.7786685829756025,0.5893359864121648,-0.3959799192576173
1,-0.49160182427491955,0.5893359864121648,1.428633434184344
0,-0.9939686520011146,0.6275054155839371,-1.482983619180488
0,-0.7786685829756025,0.6275054155839371,1.816849041299655
0,0.656665210527812,0.6275054155839371,-0.5512661621037416
1,-0.49160182427491955,0.6275054155839371,0.9239531449344399
1,-0.3480684449245781,0.6656748447557095,-1.0947680120651768
0,-0.3480684449245781,0.6656748447557095,1.5450981163189375
0,0.2978317621519584,0.6656748447557095,-1.2888758156228324
0,0.010765003451275507,0.6656748447557095,1.4674549948958753
1,0.36959845182712914,0.6656748447557095,-1.172411133488239
1,-0.061001686223895214,0.6656748447557095,1.001596266357502
1,0.5848985208526413,0.6656748447557095,-1.3276973763343634
1,-0.8504352726507732,0.6656748447557095,1.5062765556074063
0,-0.13276837589906595,0.6656748447557095,-1.9100207870073298
1,-0.635135203625261,0.6656748447557095,1.0792393877805642
0,-0.3480684449245781,0.6656748447557095,-1.9100207870073298
1,-0.635135203625261,0.6656748447557095,0.8851315842229088
1,1.2307987279291779,0.7038442739274818,-0.5900877228152727
1,-0.7069018933004317,0.7038442739274818,1.2733471913382197
0,-1.4245687900521389,0.7801831322710265,-1.7547345441612054
1,-0.5633685139500902,0.7801831322710265,1.6615627984535306
0,0.8001985898781535,0.9328608489581158,-0.9394817692190526
1,-0.20453506557423667,0.9328608489581158,0.962774705645971
0,0.22606507247678767,0.9710302781298882,-1.172411133488239
1,-0.41983513459974886,0.9710302781298882,1.7392059198765928
1,-0.20453506557423667,1.0091997073016605,-0.9006602085075215
0,-0.49160182427491955,1.0091997073016605,0.4969159771075979
0,0.08253169312644623,1.0091997073016605,-1.4441620584689567
0,-0.7786685829756025,1.0091997073016605,0.962774705645971
0,-0.20453506557423667,1.0091997073016605,-1.5606267406035501
0,-0.20453506557423667,1.0091997073016605,1.6227412377419996
1,0.9437319692284949,1.047369136473433,-1.4441620584689567
1,-0.635135203625261,1.047369136473433,1.389811873472813
0,1.3743321072795194,1.047369136473433,-1.3665189370458946
0,-0.8504352726507732,1.047369136473433,0.7298453413767845
0,1.44609879695469,1.2382162823322946,-1.4053404977574258
0,-0.27630175524940737,1.2382162823322946,1.5450981163189375
1,-0.13276837589906595,1.390893999019384,-0.706552404949866
1,-0.49160182427491955,1.390893999019384,1.389811873472813
0,0.5131318311774706,1.4290634281911563,-1.3665189370458946
1,-0.7069018933004317,1.4290634281911563,1.4674549948958753
1,0.15429838280161695,1.4672328573629285,-0.43480147996914836
0,-0.635135203625261,1.4672328573629285,1.816849041299655
1,1.0872653485788364,1.5435717157064732,-1.0171248906421146
0,-0.7786685829756025,1.5435717157064732,0.6910237806652534
1,0.15429838280161695,1.619910574050018,-1.2888758156228324
1,-0.20453506557423667,1.619910574050018,1.350990312761282
1,-0.3480684449245781,1.619910574050018,-1.0559464513536458
1,-0.49160182427491955,1.619910574050018,0.7298453413767845
0,-0.41983513459974886,2.0016048657677414,-1.6382698620266123
1,-0.061001686223895214,2.0016048657677414,1.5839196770304684
1,0.5848985208526413,2.2687908699701476,-1.3276973763343634
1,-0.27630175524940737,2.2687908699701476,1.1180609484920954
1,0.44136514150229983,2.497807445000782,-0.8618386477959904
0,-0.49160182427491955,2.497807445000782,0.9239531449344399
0,-0.49160182427491955,2.9176711658902774,-1.2500542549113012
0,-0.635135203625261,2.9176711658902774,1.2733471913382197
